occurences,year,artist
6737,2007,The Fratellis
6730,2007,Nine Inch Nails
6666,2007,Four Year Strong
6602,2007,Max\u00efmo Park
6579,2007,Jimmy Eat World
6478,2007,Jack Johnson
6437,2007,PJ Harvey
6331,2007,The Libertines
6313,2007,The Avett Brothers
6255,2007,Tenacious D
6231,2007,Holy Fuck
6200,2007,Snow Patrol
6162,2007,Ensiferum
6113,2007,Santana
6087,2007,Great Lake Swimmers
6063,2007,Devendra Banhart
6034,2007,Orishas
5937,2007,Eagles
5894,2007,Muse
5805,2007,Cake
5777,2007,Deer Tick
5756,2007,Garbage
5737,2007,Arch Enemy
5736,2007,Godsmack
5646,2007,Stars
5596,2007,Blonde Redhead
5591,2007,Macaco
5568,2007,Rich Boy
5464,2007,Dead Kennedys
5433,2007,Modeselektor
5380,2007,Wyclef Jean
5367,2007,Two Gallants
5309,2007,Lloyd
5291,2007,Melody Gardot
5257,2007,Rogue Wave
5228,2007,Fair to Midland
5159,2007,Yelle
4976,2007,Chris Cornell
4856,2007,Soundgarden
4790,2007,Okkervil River
4695,2007,Bright Eyes
4651,2007,Within Temptation
4596,2007,Chromeo
4574,2007,Kings of Convenience
4482,2007,Menomena
4481,2007,Shantel
4425,2007,Architecture in Helsinki
4390,2007,Air
4385,2007,Flight of the Conchords
4324,2007,Rank 1
4283,2007,Pulp
4253,2007,Jurassic 5
4244,2007,Skindred
4228,2007,Sun Kil Moon
4217,2007,Bowerbirds
4188,2007,Sea Wolf
4070,2007,Sara Bareilles
4054,2007,Secondhand Serenade
4050,2007,Bruce Springsteen
3994,2007,Klaxons
3992,2007,The Moldy Peaches
3987,2007,Dear and the Headlights
3978,2007,Beastie Boys
3915,2007,The Cat Empire
3900,2007,Delta Spirit
3880,2007,Lisa Gerrard
3879,2007,Foals
3875,2007,Celtic Woman
3721,2007,Yeasayer
3613,2007,Streetlight Manifesto
3588,2007,Newton Faulkner
3576,2007,Feel
3555,2007,Sigur R\u00f3s
3546,2007,Parkway Drive
3530,2007,Caribou
3517,2007,Devin Townsend
3503,2007,Elvis Costello & The Attractions
3498,2007,Biffy Clyro
3486,2007,Kylie Minogue
3484,2007,Travis Tritt
3435,2007,As I Lay Dying
3411,2007,Electric Wizard
3393,2007,Samael
3314,2007,Toni Braxton
3294,2007,Ludovico Einaudi
3290,2007,Grizzly Bear
3273,2007,Joan Jett and the Blackhearts
3270,2007,Glen Hansard
3261,2007,Basshunter
3220,2007,Nick Cave & Warren Ellis
3219,2007,Ashanti
3108,2007,Bloc Party
3088,2007,Kamelot
3072,2007,Black Eyed Peas
3070,2007,Insane Clown Posse
3060,2007,The Crystals
3041,2007,Mick Jagger
3034,2007,Yeah Yeah Yeahs
2997,2007,Jay-Z
2977,2007,Forever the Sickest Kids
2967,2007,A Skylit Drive
2925,2007,Aereogramme
2920,2007,Velvet Revolver
2862,2007,50 Cent
2855,2007,The Academy Is...
2780,2007,R\u00f3is\u00edn Murphy
2777,2007,Au Revoir Simone
2752,2007,Enter Shikari
2746,2007,Moving Mountains
2740,2007,Kate Voegele
2737,2007,Anberlin
2718,2007,Placebo
2715,2007,Manu Chao
2709,2007,The Black Dahlia Murder
2704,2007,Enrique Iglesias
2693,2007,Symphony X
2663,2007,St. Vincent
2647,2007,\u00d3lafur Arnalds
2641,2007,Dario Marianelli
2627,2007,Josh Ritter
2620,2007,Kate Havnevik
2613,2007,65daysofstatic
2607,2007,KT Tunstall
2591,2007,The Rakes
2570,2007,All That Remains
2557,2007,Balkan Beat Box
2551,2007,blessthefall
2520,2007,Hellyeah
2507,2007,The Beautiful South
2490,2007,Helloween
2481,2007,The Most Serene Republic
2459,2007,Emery
2446,2007,Ryan Bingham
2439,2007,Motion City Soundtrack
2435,2007,Sunset Rubdown
2404,2007,Minus the Bear
2387,2007,Say Anything
2385,2007,Tinariwen
2376,2007,Jodeci
2349,2007,Thrice
2333,2007,Graveyard
2319,2007,Amorphis
2286,2007,The Heavy
2242,2007,ATB
2242,2007,Opeth
2230,2007,Jenny Owen Youngs
2223,2007,Manchester Orchestra
2212,2007,Silverchair
2191,2007,Sick Puppies
2172,2007,Gwen Stefani
2170,2007,Ziggy Marley
2156,2007,Frightened Rabbit
2141,2007,New Young Pony Club
2139,2007,Johnossi
2133,2007,Metro Station
2128,2007,Saosin
2109,2007,Eazy-E
2108,2007,Peter Bjorn and John
2107,2007,Mastodon
2093,2007,Portugal. The Man
2088,2007,The Octopus Project
2064,2007,Grinderman
2064,2007,Saliva
2057,2007,The Rocket Summer
2054,2007,Natiruts
2037,2007,The Horrors
2002,2007,Jack Pe\u00f1ate
2000,2007,After Forever
1985,2007,Junior Boys
1976,2007,Animal Collective
1950,2007,Tim Armstrong
1922,2007,Misfits
1921,2007,Britney Spears
1903,2007,The Dear Hunter
1898,2007,Glass Candy
1865,2007,L'Arc~en~Ciel
1839,2007,The Go! Team
1837,2007,Belphegor
1824,2007,Danny Elfman
1806,2007,Tokio Hotel
1795,2007,Amon Tobin
1786,2007,August Burns Red
1742,2007,\u5e73\u6ca2\u9032
1732,2007,Les Savy Fav
1727,2007,Amy Macdonald
1711,2007,Paul McCartney
1693,2007,Vashti Bunyan
1690,2007,Huey
1656,2007,Hellogoodbye
1654,2007,Samantha James
1637,2007,Suicide Silence
1634,2007,Joe Nichols
1627,2007,Silverstein
1620,2007,Turisas
1619,2007,Whitechapel
1612,2007,Bombay Bicycle Club
1611,2007,Nick Drake
1586,2007,Amiina
1574,2007,Hawk Nelson
1565,2007,White Rabbits
1561,2007,Chuck Ragan
1549,2007,The Magic Numbers
1532,2007,Keren Ann
1528,2007,Aesop Rock
1525,2007,Elliott Smith
1517,2007,Dimmu Borgir
1510,2007,Blackfield
1501,2007,Dropkick Murphys
1499,2007,Babyshambles
1497,2007,Wir sind Helden
1479,2007,The Hold Steady
1475,2007,Louie Austen
1474,2007,Belleruche
1466,2007,El Gran Silencio
1459,2007,Black Rebel Motorcycle Club
1449,2007,Every Time I Die
1444,2007,Plain White T's
1443,2007,Jon McLaughlin
1440,2007,Riverside
1435,2007,Ella Baila Sola
1414,2007,Souad Massi
1409,2007,Sonic Syndicate
1405,2007,Dance Gavin Dance
1368,2007,Pohlmann.
1357,2007,Arsonists Get All The Girls
1351,2007,The Weakerthans
1321,2007,Mando Diao
1320,2007,Framing Hanley
1308,2007,Richard Hawley
1304,2007,Foo Fighters
1298,2007,Pink Martini
1296,2007,Bullet for My Valentine
1296,2007,Jens Lekman
1293,2007,She Wants Revenge
1285,2007,Chris Cagle
1285,2007,DIR EN GREY
1285,2007,Emarosa
1262,2007,Fink
1261,2007,Neko Case
1256,2007,Spoon
1256,2007,VNV Nation
1251,2007,Air Traffic
1245,2007,M83
1244,2007,Chrisette Michele
1236,2007,Municipal Waste
1227,2007,High Contrast
1219,2007,Distance
1217,2007,Strapping Young Lad
1200,2007,Epica
1196,2007,NEEDTOBREATHE
1186,2007,Therion
1181,2007,Mad Caddies
1176,2007,It Dies Today
1173,2007,Flunk
1172,2007,Rufus Wainwright
1165,2007,The Zombies
1155,2007,Charlotte Gainsbourg
1155,2007,Subway to Sally
1144,2007,Richie Spice
1142,2007,Matt Costa
1134,2007,Him
1134,2007,Lifehouse
1132,2007,Brandi Carlile
1132,2007,Do Make Say Think
1131,2007,Skinny Puppy
1121,2007,Queensr\u00ffche
1117,2007,Machinae Supremacy
1116,2007,Chevelle
1115,2007,Noisettes
1113,2007,m\u00fam
1112,2007,Megadeth
1110,2007,Moonbabies
1099,2007,The Raveonettes
1095,2007,The Maccabees
1092,2007,A Sunny Day In Glasgow
1079,2007,In This Moment
1068,2007,Cat Power
1060,2007,Handsome Furs
1055,2007,Mors Principium Est
1054,2007,Korn
1038,2007,Underworld
1026,2007,Christophe Ma\u00e9
1022,2007,Shayne Ward
1018,2007,Heavy Heavy Low Low
1013,2007,M.I.A.
1013,2007,Mateo Messina
1013,2007,Trapt
1008,2007,Harvey Danger
1004,2007,Patrick Wolf
1000,2007,The Secret Handshake
969,2007,Between the Buried and Me
968,2007,The Ark
964,2007,Despised Icon
960,2007,Shout Out Louds
955,2007,Krypteria
935,2007,Finntroll
934,2007,Apocalyptica
934,2007,Burial
921,2007,\u00c9milie Simon
917,2007,Cansei de Ser Sexy
907,2007,Dragonette
901,2007,Just Surrender
898,2007,The Sundays
894,2007,The Format
893,2007,Ludwig van Beethoven
889,2007,Black Lips
888,2007,Chimaira
879,2007,Yndi Halda
878,2007,Space Raiders
877,2007,The Thermals
876,2007,Agnostic Front
865,2007,Japanther
853,2007,Ashbury Heights
853,2007,Groove Armada
850,2007,Pnau
847,2007,will.i.am
845,2007,Blue Foundation
840,2007,East 17
835,2007,Black Light Burns
833,2007,Ashley Tisdale
832,2007,J.D. Souther
831,2007,Demon Hunter
824,2007,Brother Ali
823,2007,Gui Boratto
821,2007,Gossip
812,2007,The Flatliners
809,2007,Michael Penn
809,2007,Scary Kids Scaring Kids
806,2007,Jack's Mannequin
802,2007,London After Midnight
801,2007,Christina Aguilera
801,2007,Mark Knopfler
798,2007,The Starting Line
795,2007,Annotations of an Autopsy
791,2007,Sponge
786,2007,Zo\u00e9
780,2007,Ciara
779,2007,Film School
766,2007,Alex Gopher
756,2007,Cocoon
746,2007,Dead Poetic
746,2007,The Devil Wears Prada
745,2007,Emigrate
744,2007,Hinder
744,2007,The Dillinger Escape Plan
740,2007,Dave Gahan
722,2007,Exodus
720,2007,Katie Melua
719,2007,Deerhoof
714,2007,Playaz Circle
702,2007,Nelly Furtado
699,2007,Sophie Ellis-Bextor
697,2007,Buckethead
693,2007,Moriarty
692,2007,T. Rex
692,2007,The Acorn
690,2007,Antimatter
683,2007,Familjen
677,2007,Soulja Boy
667,2007,Baroness
664,2007,Idlewild
663,2007,Athlete
650,2007,Sub Focus
646,2007,Dinosaur Jr.
639,2007,Jarvis Cocker
637,2007,Cinema Bizarre
636,2007,Coheed and Cambria
633,2007,Combichrist
632,2007,Cartel
630,2007,H\u00e5kan Hellstr\u00f6m
621,2007,Freddie Jackson
620,2007,James Morrison
616,2007,Bob Dylan
615,2007,Bad Religion
615,2007,Sharon Jones and the Dap-Kings
608,2007,Job for a Cowboy
602,2007,Emmure
598,2007,Zeromancer
594,2007,Thousand Foot Krutch
594,2007,Tilly and the Wall
593,2007,Caspian
586,2007,The Radio Dept.
580,2007,Benga
575,2007,MAE
575,2007,The Apples in Stereo
567,2007,Pato Fu
566,2007,H-Blockx
565,2007,Electrelane
565,2007,State Radio
565,2007,Stephen Marley
563,2007,Young Galaxy
559,2007,Jan Delay
555,2007,The Staple Singers
554,2007,Watain
550,2007,Dream Theater
548,2007,Melt-Banana
545,2007,Moonspell
544,2007,of Montreal
541,2007,From Autumn To Ashes
540,2007,Boxcutter
539,2007,Natasha Bedingfield
539,2007,The Spinners
538,2007,UNKLE
534,2007,Angelspit
526,2007,Bong-Ra
524,2007,Good Shoes
521,2007,Impending Doom
520,2007,A Place to Bury Strangers
520,2007,Maps
520,2007,The Number Twelve Looks Like You
515,2007,Johnny Bristol
514,2007,Efterklang
508,2007,Blank & Jones
507,2007,All Time Low
507,2007,Northern Kings
495,2007,Danzig
490,2007,De-Phazz
488,2007,Knights Of The Abyss
486,2007,Switchblade Symphony
485,2007,As Cities Burn
482,2007,Joan as Police Woman
478,2007,Kanye West
478,2007,The Fabulous Thunderbirds
474,2007,Graveworm
473,2007,Hello Saferide
471,2007,Natalie Walker
466,2007,Scorpions
462,2007,DeadLock
459,2007,Chapterhouse
457,2007,\u30a2\u30f3\u30c6\u30a3\u30c3\u30af-\u73c8\u7432\u5e97-
456,2007,Keyshia Cole
449,2007,Moonbootica
447,2007,Ohmna
433,2007,NOFX
431,2007,Federico Aubele
429,2007,The Abyssinians
427,2007,Cassidy
426,2007,Jamie T
425,2007,Aborted
425,2007,Filter
423,2007,Rooney
423,2007,Sondre Lerche
422,2007,The Crystal Method
409,2007,Leona Lewis
407,2007,Thursday
406,2007,Haste the Day
405,2007,The Veronicas
405,2007,Venetian Snares
401,2007,Emilie Autumn
400,2007,Maria Mena
397,2007,The Bees
390,2007,Patty Griffin
390,2007,The All-American Rejects
388,2007,Hopes Die Last
384,2007,Chromatics
384,2007,Tomorrows Bad Seeds
381,2007,Beatsteaks
379,2007,No Use for a Name
377,2007,Stafr\u00e6nn H\u00e1kon
376,2007,Amber Pacific
376,2007,J.J. Cale
373,2007,Phoenix
372,2007,Benjamin Biolay
370,2007,Consequence
370,2007,Paul Kalkbrenner
367,2007,Primordial
364,2007,Die Toten Hosen
361,2007,Reel Big Fish
360,2007,Adema
360,2007,Chapeau Claque
360,2007,Sally Shapiro
360,2007,Teenage Bad Girl
359,2007,The Tough Alliance
356,2007,Bon Jovi
356,2007,Funker Vogt
356,2007,Sylver
352,2007,Calvin Harris
344,2007,Habakuk
342,2007,Dark Tranquillity
338,2007,Darude
338,2007,The Sisters of Mercy
336,2007,Liars
334,2007,See You Next Tuesday
334,2007,Witchcraft
330,2007,Jakob
330,2007,My Bitter End
329,2007,Tracey Thorn
327,2007,Cavalera Conspiracy
327,2007,Static-X
326,2007,Elvis Presley
326,2007,Kosheen
324,2007,Katatonia
324,2007,Lemongrass
323,2007,Ion Dissonance
322,2007,Sum 41
318,2007,Dark Sanctuary
317,2007,Behemoth
315,2007,Diablo Swing Orchestra
311,2007,The Cribs
310,2007,Maylene and the Sons of Disaster
310,2007,Times New Viking
309,2007,Candlemass
308,2007,Comeback Kid
307,2007,Odd Nosdam
305,2007,Kiuas
305,2007,Melody Club
304,2007,Vibrasphere
302,2007,Carnifex
296,2007,Paradise Lost
295,2007,Mice Parade
294,2007,J\u00f3hann J\u00f3hannsson
292,2007,Shy Child
292,2007,Yellowman
291,2007,Avantasia
290,2007,Cherry Ghost
288,2007,Barbara
286,2007,The Locust
286,2007,Vanessa Paradis
285,2007,Sybreed
284,2007,TC
280,2007,Anja Garbarek
280,2007,Before Their Eyes
280,2007,Country Joe & The Fish
278,2007,Anaal Nathrakh
277,2007,Jupiter Jones
270,2007,Poison the Well
270,2007,Scream Daisy
269,2007,Porcupine Tree
267,2007,Destroyer
263,2007,Shadows Fall
263,2007,The Besnard Lakes
262,2007,Los Lobos
262,2007,The Receiving End of Sirens
259,2007,Maps & Atlases
258,2007,The Souljazz Orchestra
253,2007,Cary Brothers
253,2007,Pharoahe Monch
253,2007,The Budos Band
251,2007,Neurosis
250,2007,Uffie
249,2007,Karpatenhund
246,2007,Destruction
246,2007,Oceansize
242,2007,Younger Brother
241,2007,Secret Machines
241,2007,Six Feet Under
240,2007,Noisuf-X
238,2007,War from a Harlots Mouth
237,2007,Daedelus
237,2007,Low
237,2007,Thomas Dutronc
236,2007,Gregor Tresher
235,2007,The Chariot
234,2007,Swan Island
233,2007,The Electric Prunes
230,2007,Metropolitan Jazz Affair
227,2007,Ringo Deathstarr
225,2007,La Phaze
221,2007,Imperia
219,2007,Pig Destroyer
219,2007,Studio
213,2007,K.I.Z.
212,2007,Xandria
211,2007,Blind Guardian
210,2007,Circus Maximus
210,2007,Nirvana
209,2007,Diary of Dreams
209,2007,The Calling
207,2007,Soulsavers
207,2007,The Pigeon Detectives
206,2007,The Appleseed Cast
205,2007,Flykkiller
203,2007,Cephalic Carnage
203,2007,The Birthday Party
202,2007,The Underwolves
197,2007,Fightstar
196,2007,Einst\u00fcrzende Neubauten
196,2007,Paolo Nutini
196,2007,Xiu Xiu
189,2007,Life Without Buildings
187,2007,Inhale Exhale
185,2007,Linkin Park
185,2007,Shackleton
183,2007,M\u00e5negarm
182,2007,Oh Laura
182,2007,Shitdisco
178,2007,Vanessa-Mae
177,2007,\u30ae\u30eb\u30ac\u30e1\u30c3\u30b7\u30e5
175,2007,James Blunt
175,2007,The Ocean
172,2007,Black Strobe
171,2007,Vibesquad
169,2007,The Hoosiers
168,2007,Miss Li
165,2007,Armor for Sleep
164,2007,Ani DiFranco
164,2007,Gloria Estefan
163,2007,Tori Amos
160,2007,Jesus On Extasy
159,2007,Gallows
159,2007,HORSE the band
159,2007,Mark Ronson
158,2007,High on Fire
157,2007,Reverend and the Makers
155,2007,Goo Goo Dolls
155,2007,Paul Potts
155,2007,Tape Five
154,2007,Antsy Pants
154,2007,Evergreen Terrace
154,2007,Stick to Your Guns
152,2007,Lake of Tears
151,2007,Coralie Cl\u00e9ment
151,2007,Shimon & Andy C
150,2007,Slightly Stoopid
150,2007,The Exies
149,2007,Blutengel
149,2007,Emily Jane White
147,2007,Kreator
147,2007,Marnie Stern
147,2007,Miracle Fortress
146,2007,David Gray
145,2007,Coconut Records
145,2007,Lovehatehero
145,2007,Sage Francis
144,2007,Booka Shade
144,2007,Obadiah Parker
142,2007,Lizz Wright
138,2007,Commix
138,2007,The Long Blondes
137,2007,Fun Lovin' Criminals
137,2007,Zombie Girl
136,2007,Darkthrone
136,2007,Edvin Marton
134,2007,Crippled Black Phoenix
134,2007,The Bug
132,2007,Julia Kent
132,2007,Supr\u00eame NTM
132,2007,The Enemy
132,2007,The Gaslight Anthem
131,2007,Kate Walsh
131,2007,Pryda
131,2007,Solar Fields
128,2007,Dashboard Confessional
128,2007,Those Dancing Days
127,2007,The Good Life
127,2007,Wintersleep
126,2007,Atreyu
125,2007,Gravenhurst
125,2007,Jordan Pruitt
123,2007,Elvenking
123,2007,Psapp
122,2007,Avril Lavigne
122,2007,Good Charlotte
121,2007,Hans Zimmer
120,2007,Ananda Shankar
120,2007,Manual
120,2007,Throbbing Gristle
119,2007,Dolores O'Riordan
117,2007,Alesana
116,2007,September
115,2007,Deuter
114,2007,Mono
114,2007,Sam Roberts
114,2007,Soilwork
114,2007,Versailles
113,2007,Sambassadeur
113,2007,The Red Chord
112,2007,Vast
110,2007,Pain of Salvation
110,2007,Siouxsie
109,2007,Cradle of Filth
109,2007,Lutan Fyah
109,2007,The Warlocks
107,2007,Neaera
107,2007,Thurston Moore
104,2007,Carl Craig
104,2007,mind.in.a.box
102,2007,Saves the Day
100,2007,Gavin Bryars
100,2007,Logistics
100,2007,Pati Yang
100,2007,Son By Four
98,2007,Suicide
98,2007,Tiger Army
97,2007,John Maus
97,2007,Lucky Soul
97,2007,The Agonist
96,2007,Biosphere
96,2007,God Module
96,2007,Powerwolf
92,2007,Alice Cooper
92,2007,Paolo Conte
92,2007,Paramore
91,2007,Kat DeLuna
91,2007,The Whip
90,2007,Cancer Bats
90,2007,Klute
90,2007,Porno for Pyros
90,2007,Vader
89,2007,D'espairsRay
89,2007,Dallas Superstars
89,2007,Led Zeppelin
89,2007,Malajube
89,2007,Munga
89,2007,Tears for Fears
89,2007,The Twilight Sad
87,2007,Kalmah
87,2007,Lisa Loeb
87,2007,Moneybrother
87,2007,Pinch
87,2007,Them
86,2007,Graham Colton
85,2007,Erykah Badu
85,2007,Scooter
85,2007,Sugababes
84,2007,HammerFall
84,2007,The Cr\u00fcxshadows
83,2007,Staubkind
83,2007,The Chemical Brothers
82,2007,Philip Glass
81,2007,Death in Vegas
81,2007,Josh Groban
80,2007,Efdemin
80,2007,Long Distance Calling
80,2007,port-royal
79,2007,Something to Do
79,2007,Travis
78,2007,Necessary Response
78,2007,Ozzy Osbourne
77,2007,Turbonegro
76,2007,'Til Tuesday
76,2007,Lite
75,2007,Kelly Clarkson
75,2007,The Jam
75,2007,Yma Sumac
73,2007,Carpathian Forest
73,2007,Van Morrison
72,2007,Field Music
71,2007,Hug
71,2007,Mnemic
70,2007,Eels
70,2007,Hatesphere
70,2007,Smolik
70,2007,Tarot
69,2007,Deine Lakaien
69,2007,Jay-Jay Johanson
69,2007,Stereophonics
68,2007,RENTRER EN SOI
68,2007,The Cranberries
67,2007,Lifelike
67,2007,Turbostaat
65,2007,Devil Sold His Soul
65,2007,T-Pain
64,2007,Ministry
64,2007,Tunng
63,2007,Big D And The Kids Table
62,2007,Covenant
62,2007,Fish
62,2007,Gentleman
62,2007,Goldmund
61,2007,3 Inches of Blood
61,2007,Boris Brejcha
61,2007,Leng Tch'e
61,2007,Naglfar
60,2007,Ewa Farna
60,2007,Funeral for a Friend
60,2007,Wax Tailor
59,2007,Collie Buddz
59,2007,Siobh\u00e1n Donaghy
58,2007,Arvo P\u00e4rt
58,2007,Jennifer Daniels
58,2007,Tankard
57,2007,Boom Boom Satellites
57,2007,Dee Dee Bridgewater
57,2007,John Cale
57,2007,Peggy Lee
56,2007,BoBmo
56,2007,Kode9
56,2007,Melissa Etheridge
55,2007,Mat Kearney
54,2007,La Tordue
54,2007,Mortiis
54,2007,Vladislav Delay
54,2007,Zeraphine
53,2007,Frog Eyes
53,2007,Jim White
53,2007,Paul Simon
53,2007,Waldeck
52,2007,Buffalo Springfield
52,2007,Stevie Wonder
52,2007,Terence Trent D'Arby
52,2007,The Pfeifers
51,2007,Seether
51,2007,Sevendust
50,2007,Himsa
49,2007,John Powell
49,2007,Scouting for Girls
48,2007,Pole
47,2007,Alkaline Trio
47,2007,Loco Dice
46,2007,Sonic Youth
45,2007,Elliott Yamin
45,2007,Jason Aldean
45,2007,The Tony Danza Tapdance Extravaganza
44,2007,Loggins & Messina
44,2007,Thunderball
43,2007,Arab on Radar
43,2007,Baul Dimension
43,2007,Cyantific
43,2007,Young Buck
43,2007,\u6771\u4eac\u4e8b\u5909
42,2007,Edenbridge
42,2007,Esmerine
41,2007,Danity Kane
41,2007,Glen Hansard & Mark\u00e9ta Irglov\u00e1
41,2007,Incognito
41,2007,Orchestra Baobab
41,2007,Rotting Christ
41,2007,The Gathering
41,2007,Unwritten Law
40,2007,Vestal Goodman
39,2007,!!!
39,2007,Air Formation
39,2007,Karl Jenkins
39,2007,Matt Wertz
39,2007,Tomahawk
38,2007,Magna Canta
37,2007,Avenged Sevenfold
37,2007,Mustard Plug
37,2007,Still Going
36,2007,2Pac
36,2007,Drumcorps
36,2007,Fear My Thoughts
35,2007,Achillea
35,2007,Anterior
35,2007,Evan Rachel Wood
35,2007,Serge Gainsbourg
34,2007,Camille Saint-Sa\u00ebns
34,2007,Foreigner
34,2007,Huey Lewis & The News
34,2007,Lo-Fi-Fnk
33,2007,Aqualung
33,2007,Brian McKnight
33,2007,Little Dragon
33,2007,Sturm und Drang
33,2007,Wings
32,2007,Pride and Fall
30,2007,Hooverphonic
30,2007,Marcel Dettmann
30,2007,Nico
30,2007,Terry Riley
29,2007,Airiel
29,2007,Message To Bears
29,2007,Vital Remains
28,2007,Ari Koivunen
28,2007,Lindstr\u00f8m
28,2007,Mint Royale
28,2007,Silentium
27,2007,Buck-O-Nine
27,2007,DJ Mehdi
27,2007,Johnny Cash
27,2007,Mesh
27,2007,Rascal Flatts
27,2007,Shellac
27,2007,Tarja
27,2007,Vive La F\u00eate
26,2007,Deerhunter
26,2007,Gandalf
26,2007,Hidrogenesse
26,2007,Kyte
26,2007,Matt Nathanson
25,2007,Afromental
25,2007,Dead Can Dance
25,2007,Peter Broderick
25,2007,Rilo Kiley
25,2007,Sabaton
25,2007,The Antlers
24,2007,9mm Parabellum Bullet
24,2007,Dungen
24,2007,Edge of Dawn
24,2007,Modulate
24,2007,Secret Chiefs 3
24,2007,The National
24,2007,The Toasters
23,2007,Boston
23,2007,Hard-Fi
23,2007,Jim Sturgess
22,2007,Aretha Franklin
22,2007,Band of Horses
22,2007,Cobblestone Jazz
22,2007,Kent
22,2007,William Basinski
22,2007,Yacht
21,2007,Rusko
20,2007,ABBA
20,2007,Brand New
20,2007,Diorama
20,2007,Junkie XL
20,2007,Laura Marling
19,2007,Diabolical Masquerade
19,2007,Digital Mystikz
19,2007,Mika
19,2007,Nic Chagall
19,2007,Tiga
19,2007,Tom Z\u00e9
18,2007,Beneath The Sky
18,2007,Nicola Conte
18,2007,PsyOpus
17,2007,Johann Sebastian Bach
17,2007,Lights Out Asia
17,2007,Rosetta
16,2007,DJ Fresh
16,2007,Still Remains
16,2007,Switches
15,2007,Alexandre Desplat
15,2007,Champion
15,2007,Machinemade God
15,2007,The Beauty of Gemina
14,2007,10 Ft. Ganja Plant
14,2007,Beatfreakz
14,2007,Jeff Buckley
14,2007,Skank
14,2007,Social Distortion
14,2007,Weedeater
13,2007,Clawfinger
13,2007,Fauxliage
13,2007,Manic Street Preachers
13,2007,Otis Redding
13,2007,The Aggrolites
13,2007,\u00b5-Ziq
12,2007,Airbourne
12,2007,JoJo
12,2007,Nostalgia 77
12,2007,The Alan Parsons Project
11,2007,Jesu
11,2007,Lizzy Mercier Descloux
11,2007,Los Fabulosos Cadillacs
11,2007,Meshuggah
11,2007,deadmau5
10,2007,Maria Taylor
10,2007,Sean Kingston
10,2007,Ulver
9,2007,Delta Goodrem
9,2007,Ella Fitzgerald
9,2007,Oliver Smith
9,2007,The Bravery
9,2007,YUI
8,2007,Babas\u00f3nicos
8,2007,Chico Buarque
8,2007,Down
8,2007,Fort Knox Five
8,2007,Moussa Diallo
8,2007,Olli Schulz & der Hund Marie
8,2007,Ronald Jenkees
8,2007,Whitley
7,2007,Ashlee Simpson
7,2007,Beyonc\u00e9
7,2007,Dash Berlin
7,2007,Fall of Serenity
7,2007,Lupe Fiasco
7,2007,Matrix & Futurebound
7,2007,Minsk
7,2007,Miranda Lambert
7,2007,The Exploited
7,2007,Tocotronic
6,2007,Anthony Hamilton
6,2007,Christina St\u00fcrmer
6,2007,Jacques Dutronc
6,2007,Panda Bear
6,2007,Ruins
6,2007,Sara Evans
6,2007,The Faceless
5,2007,Blood Stain Child
5,2007,Cutting Pink With Knives
5,2007,Eths
5,2007,Indigo Girls
5,2007,Jordin Sparks
5,2007,Magik Markers
5,2007,Mason vs Princess Superstar
5,2007,Onur \u00d6zer
5,2007,Papa Roach
5,2007,Sixx:A.M.
5,2007,Swallow the Sun
5,2007,The Dance Inc.
5,2007,Warren Zevon
4,2007,Aaron
4,2007,Circa Survive
4,2007,Common
4,2007,Dr. Dog
4,2007,Eric Clapton
4,2007,Gamma Ray
4,2007,Heaven Shall Burn
4,2007,I:Scintilla
4,2007,Iced Earth
4,2007,Ingrid Michaelson
4,2007,John Fogerty
4,2007,Oneohtrix Point Never
4,2007,Prefab Sprout
4,2007,Queen
4,2007,Radical Face
4,2007,The Beautiful Girls
3,2007,1990s
3,2007,Andrea Bocelli
3,2007,Clutch
3,2007,CocoRosie
3,2007,Jae Millz
3,2007,Jill Scott
3,2007,Mary J. Blige
3,2007,Milanese
3,2007,Rihanna
3,2007,The Cure
3,2007,Voltaire
2,2007,2002
2,2007,Akercocke
2,2007,Bebel Gilberto
2,2007,Billy Talent
2,2007,Blake Shelton
2,2007,Jonas Brothers
2,2007,Krazy Baldhead
2,2007,Player
2,2007,Puscifer
2,2007,Television
2,2007,The Police
2,2007,Toto
2,2007,Tracy Lawrence
2,2007,Vomitory
1,2007,Beherit
1,2007,Dirty Elegance
1,2007,Francis Cabrel
1,2007,From The Shallows
1,2007,Karmella's Game
1,2007,Kenny Chesney
1,2007,Martin Buttrich
1,2007,Matteah Baim
1,2007,Paprika Korps
1,2007,Pendulum
1,2007,Rebelution
1,2007,Ringo Starr
1,2007,Stan Getz
1,2007,Tiamat
1,2007,Yes
1,2007,Yuksek
1,2007,\u30b9\u30c8\u30ec\u30a4\u30c6\u30ca\u30fc
72960,2006,Plain White T's
49655,2006,Arctic Monkeys
48513,2006,The Black Keys
38262,2006,Rise Against
34676,2006,Phoenix
33530,2006,AFI
30782,2006,Girl Talk
27703,2006,Beirut
26710,2006,Joshua Radin
21839,2006,The Kooks
21067,2006,Ratatat
20020,2006,Bullet for My Valentine
18137,2006,Snow Patrol
17856,2006,Riverside
17642,2006,MSTRKRFT
17598,2006,The Killers
17278,2006,Bright Eyes
17158,2006,The Red Jumpsuit Apparatus
16821,2006,Akon
15774,2006,Mogwai
15361,2006,Amy Winehouse
15267,2006,Silversun Pickups
15125,2006,Damien Rice
